"Album","RowID","Track","TrackID","RateCount","Path","ELO","Artist"
"Modern Artillery","1304","In The End","42783","0","D:\Music\Music\The Living End\Modern Artillery\07 In The End.m4a","1600","The Living End"
"Dookie","1305","In The End","42784","0","D:\Music\Music\Green Day\Dookie\13 In The End.m4a","1600","Green Day"
"The Essential","1306","In My Youth","42785","0","D:\Music\Music\Noiseworks\The Essential\11 In My Youth.m4a","1600","Noiseworks"
"Lullabies to Paralyze","1307","In My Head","42786","0","D:\Music\Music\Queens of the Stone Age\Lullabies to Paralyze\06 In My Head.m4a","1600","Queens of the Stone Age"
"Volume 1","1308","In Love","42787","0","D:\Music\Music\Ben Folds\Volume 1\05 In Love.m4a","1600","Fear of Pop"
"Lullaby Renditions Of Nirvana","1309","In Bloom","42788","0","D:\Music\Music\Rockabye Baby!\Lullaby Renditions Of Nirvana\01 In Bloom.m4a","1600","Rockabye Baby!"
"Supersunnyspeedgraphic, the LP","1310","In Between Days","42789","0","D:\Music\Music\Ben Folds\Supersunnyspeedgraphic, the LP\01 In Between Days.m4a","1600","Ben Folds"
"Triple J Hottest 100, Vol. 06","1311","The Impression That I Get","42790","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 06\2-07 The Impression That I Get.m4a","1600","The Mighty Mighty Bosstones"
"Sarsippius' Ark","1312","The Immigrant Song","42791","0","D:\Music\Music\Infectious Grooves\Sarsippius' Ark\04 The Immigrant Song.m4a","1600","Infectious Grooves"
"Beards, Beards, Beards","1313","If Your Dad Doesn't Have a Beard, You've Got Two Mums","42792","0","D:\Music\Music\The Beards\Beards, Beards, Beards\05 If Your Dad Doesn't Have a Beard,.m4a","2100","The Beards"
"Blood Sugar Sex Magik","1314","If You Have To Ask","42793","0","D:\Music\Music\Red Hot Chili Peppers\Blood Sugar Sex Magik\02 If You Have To Ask.m4a","2100","Red Hot Chili Peppers"
"Mad Season","1315","If You're Gone","42794","0","D:\Music\Music\Matchbox Twenty\Mad Season\05 If You're Gone.m4a","1600","Matchbox Twenty"
"Pulp Fiction","1316","If Love Is A Red Dress (Hang Me In Rags)","42795","0","D:\Music\Music\Various Artists\Pulp Fiction\11 If Love Is A Red Dress (Hang Me I.m4a","1600","Maria McKee"
"Save Me, San Francisco","1317","If It's Love","42796","0","D:\Music\Music\Train\Save Me, San Francisco\06 If It's Love.m4a","1600","Train"
"The Essential Johnny Cash","1318","If I Were A Carpenter (with June Carter Cash)","42797","0","D:\Music\Music\Johnny Cash\The Essential Johnny Cash\2-08 If I Were A Carpenter (with Jun.m4a","1600","Johnny Cash"
"Sleep Through The Static","1319","If I Had Eyes","42798","0","D:\Music\Music\Jack Johnson\Sleep Through The Static\06 If I Had Eyes.m4a","1600","Jack Johnson"
"The Pretender","1320","If Ever","42799","0","D:\Music\Music\Foo Fighters\The Pretender\03 If Ever.m4a","1600","Foo Fighters"
"Stadium Arcadium: Mars","1321","If","42800","0","D:\Music\Music\Red Hot Chili Peppers\Stadium Arcadium_ Mars\2-07 If.m4a","2100","Red Hot Chili Peppers"
"Stone Sour","1322","Idle Hands","42801","0","D:\Music\Music\Stone Sour\Stone Sour\11 Idle Hands.m4a","1600","Stone Sour"
"Anthology: Through The Years","1323","I Won't Back Down","42802","0","D:\Music\Music\Tom Petty & The Heartbreakers\Anthology_ Through The Years\28 I Won't Back Down.m4a","2100","Tom Petty & The Heartbreakers"
"Thirsty Merc","1324","I Wish Somebody Would Build A Bridge (So I Can Get Over Myself)","42803","0","D:\Music\Music\Thirsty Merc\Thirsty Merc\04 I Wish Somebody Would Build A Bri.m4a","1600","Thirsty Merc"
"1,039/Smoothed Out Slappy Hours","1325","I Was There","42804","0","D:\Music\Music\Green Day\1,039_Smoothed Out Slappy Hours\03 I Was There.m4a","1600","Green Day"
"Queens of the Stone Age","1326","I Was A Teenage Hand Model","42805","0","D:\Music\Music\Queens of the Stone Age\Queens of the Stone Age\11 I Was A Teenage Hand Model.m4a","1600","Queens of the Stone Age"
"Greatest Hits II","1327","I Want To Break Free","42806","0","D:\Music\Music\Queen\Greatest Hits II\05 I Want To Break Free.m4a","1600","Queen"
"1,039/Smoothed Out Slappy Hours","1328","I Want To Be Alone","42807","0","D:\Music\Music\Green Day\1,039_Smoothed Out Slappy Hours\19 I Want To Be Alone.m4a","1600","Green Day"
"Greatest Hits II","1329","I Want It All","42808","0","D:\Music\Music\Queen\Greatest Hits II\04 I Want It All.m4a","2100","Queen"
"The Living End","1330","I Want A Day","42809","0","D:\Music\Music\The Living End\The Living End\12 I Want A Day.m4a","2600","The Living End"
"Black Sunday","1331","I Wanna Get High","42810","0","D:\Music\Music\Cypress Hill\Black Sunday\01 I Wanna Get High.m4a","1600","Cypress Hill"
"The Essential Johnny Cash","1332","I Walk The Line","42811","0","D:\Music\Music\Johnny Cash\The Essential Johnny Cash\1-03 I Walk The Line.m4a","1600","Johnny Cash"
"I Told You I Was Freaky","1333","I Told You I Was Freaky","42812","0","D:\Music\Music\Flight of the Conchords\I Told You I Was Freaky\04 I Told You I Was Freaky.m4a","1600","Flight of the Conchords"
"Triple J Hottest 100, Vol. 06","1334","I Think I'm Paranoid","42813","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 06\2-11 I Think I'm Paranoid.m4a","1600","Garbage"
"Fool`s Small Victory: B-sides and Rarities 90-95","1335","I Started A Joke","42814","0","D:\Music\Music\Faith No More\Fool`s Small Victory_ B-sides and Rariti\09 I Started A Joke.m4a","1600","Faith No More"
"Wasting Light","1336","I Should Have Known","42815","0","D:\Music\Music\Foo Fighters\Wasting Light\10 I Should Have Known.m4a","1600","Foo Fighters"
"Complete Clapton","1337","I Shot The Sheriff","42816","0","D:\Music\Music\Eric Clapton\Complete Clapton\1-12 I Shot The Sheriff.m4a","1600","Eric Clapton"
"Legend","1338","I Shot The Sheriff","42817","0","D:\Music\Music\Bob Marley & The Wailers\Legend\10 I Shot The Sheriff.m4a","1600","Bob Marley & The Wailers"
"Prime Cuts","1339","I Saw Your Mommy","42818","0","D:\Music\Music\Suicidal Tendencies\Prime Cuts\07 I Saw Your Mommy.m4a","1600","Suicidal Tendencies"
"Unit","1340","I Piss Alone","42819","0","D:\Music\Music\Regurgitator\Unit\06 I Piss Alone.m4a","1600","Regurgitator"
"The Commitments","1341","I Never Loved A Man (The Way I Love You)","42820","0","D:\Music\Music\The Commitments\The Commitments\11 I Never Loved A Man (The Way I Lo.m4a","1600","The Commitments"
"Blink-182","1342","I Miss You","42821","0","D:\Music\Music\Blink-182\Blink-182\03 I Miss You.m4a","2100","Blink-182"
"Triple J Hottest 100, Vol. 04","1343","I Make Hamburgers","42822","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 04\2-14 I Make Hamburgers.m4a","1600","The Whitlams"
"Unit","1344","I Like Your Old Stuff Better Than Your New Stuff","42823","0","D:\Music\Music\Regurgitator\Unit\01 I Like Your Old Stuff Better Than.m4a","2100","Regurgitator"
"Californication","1345","I Like Dirt","42824","0","D:\Music\Music\Red Hot Chili Peppers\Californication\10 I Like Dirt.m4a","1600","Red Hot Chili Peppers"
"The Best Of","1346","I Let Love In","42825","0","D:\Music\Music\Nick Cave & The Bad Seeds\The Best Of\10 I Let Love In.m4a","1600","Nick Cave & The Bad Seeds"
"All Hits","1347","I Know Where It's At","42826","0","D:\Music\Music\All Saints\All Hits\05 I Know Where It's At.m4a","1600","All Saints"
"Graceland","1348","I Know What I Know","42827","0","D:\Music\Music\Paul Simon\Graceland\03 I Know What I Know.m4a","1600","Paul Simon"
"Hooray For Boobies","1349","I Hope You Die","42828","0","D:\Music\Music\Bloodhound Gang\Hooray For Boobies\01 I Hope You Die.m4a","1600","Bloodhound Gang"
"Greatest Hits 1970-2002","1350","I Guess That's Why They Call It The Blues","42829","0","D:\Music\Music\Elton John\Greatest Hits 1970-2002\03 I Guess That's Why They Call It T.m4a","1600","Elton John"
"Triple J Hottest 100, Vol. 05","1351","I Go Off","42830","0","D:\Music\Music\Compilations\Triple J Hottest 100, Vol. 05\1-17 I Go Off.m4a","1600","Diana Ah Naid"
"Five Songs and A Cover","1352","I Feel Free","42831","0","D:\Music\Music\Foo Fighters\Five Songs and A Cover\05 I Feel Free.m4a","1600","Foo Fighters"
"Complete Clapton","1353","I Feel Free","42832","0","D:\Music\Music\Eric Clapton\Complete Clapton\1-01 I Feel Free.m4a","1600","Eric Clapton"
"Armageddon","1354","I Don't Want To Miss A Thing","42833","0","D:\Music\Music\Various Artists\Armageddon\01 I Don't Want To Miss A Thing.m4a","1600","Aerosmith"
"White Noise Rarities Collector's Edition","1355","I Don't Wanna Wait","42834","0","D:\Music\Music\The Living End\White Noise Rarities Collector's Edition\2-09 I Don't Wanna Wait.m4a","1600","The Living End"
"The Fine Art Of Surfacing","1356","I Don't Like Mondays","42835","0","D:\Music\Music\Boom Town Rats\The Fine Art Of Surfacing\06 I Don't Like Mondays.m4a","1600","Boom Town Rats"
"Folie À Deux","1357","I Don't Care","42836","0","D:\Music\Music\Fall Out Boy\Folie À Deux\02 I Don't Care.m4a","1600","Fall Out Boy"
"M:i-2","1358","I Disappear","42837","0","D:\Music\Music\Various Artists\M_i-2\02 I Disappear.m4a","2100","Metallica"
"It's Not Me, It's You","1359","I Could Say","42838","0","D:\Music\Music\Lily Allen\It's Not Me, It's You\05 I Could Say.m4a","1600","Lily Allen"
"Blood Sugar Sex Magik","1360","I Could Have Lied","42839","0","D:\Music\Music\Red Hot Chili Peppers\Blood Sugar Sex Magik\06 I Could Have Lied.m4a","2600","Red Hot Chili Peppers"
"By The Way","1361","I Could Die For You","42840","0","D:\Music\Music\Red Hot Chili Peppers\By The Way\08 I Could Die For You.m4a","1600","Red Hot Chili Peppers"
"The Rocky Horror Picture Show","1362","I Can Make You A Man (Reprise)","42841","0","D:\Music\Music\Various Artists\The Rocky Horror Picture Show\08 I Can Make You A Man (Reprise).m4a","1600","Tim Curry"
"The Rocky Horror Picture Show","1363","I Can Make You A Man","42842","0","D:\Music\Music\Various Artists\The Rocky Horror Picture Show\06 I Can Make You A Man.m4a","1600","Tim Curry"
"The Dock Of The Bay: The Definitive Collection","1364","I Can't Turn You Loose","42843","0","D:\Music\Music\Otis Redding\The Dock Of The Bay_ The Definitive Coll\06 I Can't Turn You Loose.m4a","1600","Otis Redding"
"The Commitments","1365","I Can't Stand The Rain","42844","0","D:\Music\Music\The Commitments\The Commitments\06 I Can't Stand The Rain.m4a","1600","The Commitments"
"The Dock Of The Bay: The Definitive Collection","1366","(I Can't Get No) Satisfaction","42845","0","D:\Music\Music\Otis Redding\The Dock Of The Bay_ The Definitive Coll\04 (I Can't Get No) Satisfaction.m4a","1600","Otis Redding"
"Black Sunday","1367","I Ain't Goin' Out Like That","42846","0","D:\Music\Music\Cypress Hill\Black Sunday\02 I Ain't Goin' Out Like That.m4a","1600","Cypress Hill"
"Complete Clapton","1368","I've Got A Rock 'N' Roll Heart","42847","0","D:\Music\Music\Eric Clapton\Complete Clapton\2-01 I've Got A Rock 'N' Roll Heart.m4a","1600","Eric Clapton"
"We Sing. We Dance. We Steal Things","1369","I'm Yours","42848","0","D:\Music\Music\Jason Mraz\We Sing. We Dance. We Steal Things\02 I'm Yours.m4a","1600","Jason Mraz"
"Greatest Hits 1970-2002","1370","I'm Still Standing","42849","0","D:\Music\Music\Elton John\Greatest Hits 1970-2002\02 I'm Still Standing.m4a","1600","Elton John"
"Dude Ranch","1371","I'm Sorry","42850","0","D:\Music\Music\Blink-182\Dude Ranch\15 I'm Sorry.m4a","1600","Blink-182"
"Sunshine on Leith","1372","I'm On My Way","42851","0","D:\Music\Music\The Proclaimers\Sunshine on Leith\08 I'm On My Way.m4a","1600","The Proclaimers"
"Incredibad","1373","I'm On A Boat [feat. T-Pain]","42852","0","D:\Music\Music\The Lonely Island\Incredibad\04 I'm On A Boat [feat. T-Pain].m4a","1600","The Lonely Island"
"Blink-182","1374","I'm Lost Without You","42853","0","D:\Music\Music\Blink-182\Blink-182\14 I'm Lost Without You.m4a","1600","Blink-182"
"Greatest Hits II","1375","I'm Going Slightly Mad","42854","0","D:\Music\Music\Queen\Greatest Hits II\12 I'm Going Slightly Mad.m4a","1600","Queen"
"The Rocky Horror Picture Show","1376","I'm Going Home","42855","0","D:\Music\Music\Various Artists\The Rocky Horror Picture Show\12 I'm Going Home.m4a","1600","Tim Curry"
"Inside Of Emptiness","1377","I'm Around","42856","0","D:\Music\Music\John Frusciante\Inside Of Emptiness\07 I'm Around.m4a","1600","John Frusciante"
"Foo Fighters","1378","I'll Stick Around","42857","0","D:\Music\Music\Foo Fighters\Foo Fighters\02 I'll Stick Around.m4a","1600","Foo Fighters"
"Greatest Hits: The Ultimate Collection","1379","I'll Sleep When I'm Dead","42858","0","D:\Music\Music\Bon Jovi\Greatest Hits_ The Ultimate Collection\20 I'll Sleep When I'm Dead.m4a","1600","Bon Jovi"
"Greatest Hits: The Ultimate Collection","1380","I'll Be There For You","42859","0","D:\Music\Music\Bon Jovi\Greatest Hits_ The Ultimate Collection\08 I'll Be There For You.m4a","1600","Bon Jovi"
"Bat Out of Hell II: Back Into Hell","1381","I'd Do Anything For Love (But I Won't Do That)","42860","0","D:\Music\Music\Meat Loaf\Bat Out of Hell II_ Back Into Hell\01 I'd Do Anything For Love (But I W.m4a","1600","Meat Loaf"
"April Uprising","1382","I'd Do Anything","42861","0","D:\Music\Music\John Butler Trio\April Uprising\04 I'd Do Anything.m4a","1600","John Butler Trio"
"I Told You I Was Freaky","1383","Hurt Feelings","42862","0","D:\Music\Music\Flight of the Conchords\I Told You I Was Freaky\01 Hurt Feelings.m4a","1600","Flight of the Conchords"
"Greatest Hits","1384","Hungry Heart","42863","0","D:\Music\Music\Bruce Springsteen\Greatest Hits\05 Hungry Heart.m4a","1600","Bruce Springsteen"
"Stadium Arcadium: Jupiter","1385","Hump De Bump","42864","0","D:\Music\Music\Red Hot Chili Peppers\Stadium Arcadium_ Jupiter\1-05 Hump De Bump.m4a","1600","Red Hot Chili Peppers"
"Siamese Dream","1386","Hummer","42865","0","D:\Music\Music\Smashing Pumpkins\Siamese Dream\04 Hummer.m4a","1600","Smashing Pumpkins"
"Greatest Hits","1387","Human Touch","42866","0","D:\Music\Music\Bruce Springsteen\Greatest Hits\12 Human Touch.m4a","1600","Bruce Springsteen"
"Peeping Tom","1388","How u Feelin? (feat. Doseone)","42867","0","D:\Music\Music\Peeping Tom\Peeping Tom\09 How u Feelin_ (feat. Doseone).m4a","1600","Peeping Tom"
"Queens of the Stone Age","1389","How To Handle A Rope","42868","0","D:\Music\Music\Queens of the Stone Age\Queens of the Stone Age\06 How To Handle A Rope.m4a","1600","Queens of the Stone Age"
"White Noise","1390","How Do We Know?","42869","0","D:\Music\Music\The Living End\White Noise\01 How Do We Know_.m4a","2100","The Living End"
"Third Eye Blind","1391","How's It Going to Be","42870","0","D:\Music\Music\Third Eye Blind\Third Eye Blind\How's It Going to Be.m4a","1600","Third Eye Blind"
"Load","1392","The House Jack Built","42871","0","D:\Music\Music\Metallica\Load\03 The House Jack Built.m4a","1600","Metallica"
"The Rocky Horror Picture Show","1393","Hot Patootie - Bless My Soul","42872","0","D:\Music\Music\Various Artists\The Rocky Horror Picture Show\07 Hot Patootie - Bless My Soul.m4a","1600","Meat Loaf"
"The Essential","1394","Hot Chilli Woman","42873","0","D:\Music\Music\Noiseworks\The Essential\15 Hot Chilli Woman.m4a","1600","Noiseworks"
"21st Century Breakdown","1395","Horseshoes and Handgrenades","42874","0","D:\Music\Music\Green Day\21st Century Breakdown\14 Horseshoes and Handgrenades.m4a","1600","Green Day"
"On And On","1396","The Horizon Has Been Defeated","42875","0","D:\Music\Music\Jack Johnson\On And On\02 The Horizon Has Been Defeated.m4a","1600","Jack Johnson"
"White Noise","1397","Hopeless","42876","0","D:\Music\Music\The Living End\White Noise\12 Hopeless.m4a","1600","The Living End"
"Sleep Through The Static","1398","Hope","42877","0","D:\Music\Music\Jack Johnson\Sleep Through The Static\03 Hope.m4a","1600","Jack Johnson"
"Volume 4: Songs In the Key of Love and Hate","1399","Hooky","42878","0","D:\Music\Music\Puddle Of Mudd\Volume 4_ Songs In the Key of Love and H\10 Hooky.m4a","1600","Puddle Of Mudd"
"Greatest Hits Volume II","1400","Honesty","42879","0","D:\Music\Music\Billy Joel\Greatest Hits Volume II\03 Honesty.m4a","1600","Billy Joel"
"Graceland","1401","Homeless","42880","0","D:\Music\Music\Paul Simon\Graceland\08 Homeless.m4a","2100","Paul Simon"
"Echoes, Silence, Patience & Grace","1402","Home","42881","0","D:\Music\Music\Foo Fighters\Echoes, Silence, Patience & Grace\12 Home.m4a","2100","Foo Fighters"
"Cut","1403","Holy Grail","42882","0","D:\Music\Music\Hunters &  Collectors\Cut\02 Holy Grail.m4a","1600","Hunters &  Collectors"
"Love.Angel.Music.Baby.","1404","Hollaback Girl","42883","0","D:\Music\Music\Gwen Stefani\Love.Angel.Music.Baby_\03 Hollaback Girl.m4a","1600","Gwen Stefani"
"Metallica","1405","Holier Than Thou","42884","0","D:\Music\Music\Metallica\Metallica\03 Holier Than Thou.m4a","1600","Metallica"
"American Idiot","1406","Holiday","42885","0","D:\Music\Music\Green Day\American Idiot\03 Holiday.m4a","1600","Green Day"
"On And On","1407","Holes To Heaven","42886","0","D:\Music\Music\Jack Johnson\On And On\08 Holes To Heaven.m4a","1600","Jack Johnson"
"Modern Artillery","1408","Hold Up","42887","0","D:\Music\Music\The Living End\Modern Artillery\13 Hold Up.m4a","1600","The Living End"
"The Essential","1409","Hold On To Me","42888","0","D:\Music\Music\The Black Sorrows\The Essential\01 Hold On To Me.m4a","1600","The Black Sorrows"
"Thrills Kills And Sunday Pills","1410","Hold On Me","42889","0","D:\Music\Music\Grinspoon\Thrills Kills And Sunday Pills\02 Hold On Me.m4a","1600","Grinspoon"
"Warning!","1411","Hold On","42890","0","D:\Music\Music\Green Day\Warning!\08 Hold On.m4a","1600","Green Day"
"Black Sunday","1412","Hits From The Bong","42891","0","D:\Music\Music\Cypress Hill\Black Sunday\10 Hits From The Bong.m4a","2100","Cypress Hill"
"Nimrod","1413","Hitchin' A Ride","42892","0","D:\Music\Music\Green Day\Nimrod\02 Hitchin' A Ride.m4a","2100","Green Day"
"Kill 'em All","1414","Hit the Lights","42893","0","D:\Music\Music\Metallica\Kill 'em All\01 Hit the Lights.m4a","1600","Metallica"
"Splinter","1415","Hit That","42894","0","D:\Music\Music\The Offspring\Splinter\04 Hit That.m4a","1600","The Offspring"
"Say It To My Face","1416","History Is Written","42895","0","D:\Music\Music\Area 7\Say It To My Face\06 History Is Written.m4a","1600","Area 7"
"The Pick Of Destiny","1417","History","42896","0","D:\Music\Music\Tenacious D\The Pick Of Destiny\05 History.m4a","1600","Tenacious D"
"Flight of the Conchords","1418","Hiphopopotamus Vs. Rhymenocerous","42897","0","D:\Music\Music\Flight of the Conchords\Flight of the Conchords\03 Hiphopopotamus Vs. Rhymenocerous.m4a","1600","Flight of the Conchords"
"Bitter & Twisted","1419","Himbo","42898","0","D:\Music\Music\Area 7\Bitter & Twisted\03 Himbo.m4a","1600","Area 7"
"It's Not Me, It's You","1420","Him","42899","0","D:\Music\Music\Lily Allen\It's Not Me, It's You\11 Him.m4a","1600","Lily Allen"
